,user_id,State,User_Score
258,1900951,VT,1
259,1206147,AZ,3
260,2608339,AR,3
261,2995601,NJ,2
262,3086794,VT,3
263,1866582,IA,3
264,1626801,SC,1
265,169546,NH,1
266,367905,ID,4
267,1485987,MO,2
268,658261,CO,1
269,1180026,NM,1
270,2208756,MS,1
271,1455923,AZ,3
272,211842,CO,4
273,1982867,ND,4
274,1288953,DE,2
275,4027423,SC,1
276,362323,SC,2
277,2396729,SC,1
278,698787,WA,4
279,1849829,NY,2
280,1172255,WA,2
281,2176996,AL,3
282,720331,GA,2
283,769102,WY,4
284,2623561,MI,1
285,248574,HI,2
286,737470,AL,4
287,3512755,MN,2
288,1326220,NM,3
289,307030,IL,4
290,1767005,VA,4
291,41701,MN,2
292,3918874,DE,1
293,975623,PA,1
294,2154163,KY,1
295,3835617,TN,4
296,842187,IL,1
297,139391,WV,2
298,57894,NH,4
299,2718457,MI,3
300,2770427,KY,1
301,316262,KY,4
302,1384581,TX,1
303,995863,DC,1
304,2312968,NH,4
305,20758,AL,4
306,3037133,KS,2
307,2414016,MD,1
308,2446063,MA,2
309,701854,WI,4
310,300253,MA,4
311,2544176,KY,3
312,1901833,MI,1
313,3234725,CA,4
314,3094075,ID,3
315,3426038,NH,4
316,673682,WA,4
317,84546,IA,3
318,597337,VA,1
319,483701,MI,4
320,654800,IA,1
321,130505,CO,3
322,2869855,NM,2
323,1999847,NH,4
324,1005894,TX,3
325,1157207,NM,3
326,1510040,NH,3
327,293591,KS,2
328,2062025,CA,4
329,114521,ME,2
330,1640156,NM,4
331,3746320,TN,2
332,1136905,KS,4
333,1092507,AL,3
334,317723,WA,1
335,603254,IN,4
336,161646,WV,3
337,1004603,DE,3
338,1604545,MA,3
339,985255,ND,2
340,2356734,NJ,1
341,1818877,PA,2
342,2062505,PA,2
343,116518,KS,3
344,1563785,AR,1
345,3110430,DC,2
346,2246316,CO,3
347,2375819,OH,3
348,1324377,RI,2
349,2103912,KS,2
350,1620426,NH,2
351,2287550,FL,3
352,2746592,NE,3
353,3207030,CT,2
354,699425,TX,1
355,264542,WI,3
356,1227351,OR,2
357,1257829,PA,2
358,1332658,IL,2
359,294869,LA,3
360,3653063,WY,1
361,1879110,IA,4
362,2114180,MI,3
363,2041121,TN,2
364,3134287,NE,2
365,1674633,AL,2
366,2345699,HI,4
367,1771138,NH,2
368,294391,MO,2
369,178134,MA,3
370,319694,WA,1
371,571171,MD,1
372,2032809,IA,4
373,1657627,PA,4
374,864671,ME,1
375,3944300,NJ,2
376,1549175,OR,2
377,3424613,AK,3
378,149453,MS,1
379,3234464,MD,3
380,3043080,MN,4
381,1193162,MN,3
382,3243321,HI,4
383,3789839,VT,2
384,660779,MS,1
385,1073243,MO,1
386,1819567,OK,1
387,1841033,DC,1
388,2026369,MT,2
389,367802,VA,4
390,3359634,CT,1
391,1163485,IA,1
392,189682,NE,4
393,3296464,DE,2
394,3099253,MS,3
395,201226,MT,1
396,932264,NC,1
397,2212657,GA,4
398,326004,MO,1
399,575435,KS,3
400,3259755,TX,1
401,718915,HI,3
402,419374,SD,2
403,1462762,ND,4
404,340126,MN,1
405,1189589,IA,3
406,876131,NE,2
407,3150368,KS,4
408,553669,TX,3
409,2640822,NY,3
410,3201333,RI,4
411,688373,KS,4
412,426348,IL,1
413,756631,OK,4
414,935996,CO,3
415,1456735,ID,4
416,1863639,ME,2
417,2195619,VA,3
418,1588370,ME,4
419,2820893,OK,4
420,1432354,ID,2
421,1354700,WV,1
422,1265029,SC,2
423,837226,MI,1
424,1778196,SC,1
425,949923,AZ,3
426,3494825,MO,1
427,681124,MT,1
428,363316,NH,2
429,1174891,SC,2
430,1866457,MO,4
431,1501343,NC,3
432,1008673,NY,2
433,1983391,GA,2
434,3863026,IA,4
435,1724352,AZ,4
436,2060449,NH,3
437,3924431,MT,4
438,2411256,KY,1
439,3132817,RI,1
440,1925282,AL,4
441,285348,MA,2
442,2132415,TX,3
443,2530850,MD,3
444,3184636,IN,2
445,331379,WV,1
446,1051254,WI,2
447,1891460,SC,3
448,247022,WI,2
449,1794050,NE,2
450,18977,ND,4
451,610596,MS,4
452,1961696,SC,2
453,2592063,ME,3
454,2398374,HI,2
455,434008,MD,4
456,3472152,MN,3
457,567063,MT,1
458,139809,SD,3
459,3123993,IL,1
460,1197904,NE,3
461,366472,WI,2
462,802749,OR,2
463,332129,IA,1
464,330038,KS,4
465,2189659,OR,2
466,1278599,MA,3
467,3188608,WA,2
468,1657542,TX,3
469,680610,NC,1
470,2575284,WV,1
471,899927,MS,1
472,99655,NV,2
473,2956976,MO,4
474,3343393,WY,1
475,68919,WA,4
476,2456295,AZ,2
477,389918,OK,2
478,1137089,CT,3
479,3647305,WI,4
480,817781,TX,2
481,623870,WV,2
482,3479307,FL,3
483,2777842,WA,2
484,3690687,KY,3
485,443533,TX,3
486,3377121,NE,1
487,2806230,NE,2
488,75439,MA,3
489,2308309,OR,4
490,2347242,RI,2
491,2162241,VT,1
492,2913643,ID,1
493,369206,MO,1
494,205239,NV,4
495,1151264,ME,4
496,1168583,AL,1
497,30360,DC,1
498,1768432,FL,3
499,806700,WI,1
500,743696,AR,2
501,798216,MI,2
502,3184142,MD,3
503,902692,HI,2
504,3389180,NY,2
505,3177621,TX,4
506,7751,CO,3
507,1388450,WA,3
508,3645690,MA,2
509,2338907,VA,1
510,396574,ID,4
511,3313108,VA,1
512,1922135,OH,4
513,3442593,CA,1
514,2462841,ME,2
515,3136730,VA,1
516,1295548,MD,3
517,1746871,VT,2
518,482601,RI,4
519,4037341,DC,2
520,775216,MD,3
521,1628084,RI,2
522,233224,KS,3
523,259700,UT,3
524,500452,SD,4
525,1330254,MT,3
526,1337636,AL,4
527,3442424,MI,4
528,32534,WY,4
529,4059193,KS,1
530,395041,ME,2
531,2403217,SC,1
532,1328303,MN,1
533,239989,OR,3
534,2213110,AL,1
535,231315,AL,2
536,3629281,NM,2
537,3717858,MA,4
538,3387216,ND,4
539,3879114,KS,3
540,2904403,NM,2
541,452807,DC,1
542,2075538,UT,3
543,2839492,ID,1
544,277848,WV,2
545,302985,ME,3
546,1158069,OR,2
547,3049488,TX,3
548,2982059,CT,2
549,3898566,AL,4
550,1150888,DC,2
551,120251,NE,3
552,203777,NH,2
553,2341430,ID,1
554,386794,GA,1
555,1399853,NJ,3
556,1985322,VT,2
557,1970396,OH,1
558,554471,PA,2
559,809298,TN,4
560,550900,MT,3
561,372913,WA,1
562,401077,NM,4
563,2039730,CO,3
564,1078064,MD,3
565,271252,AR,1
566,328328,ND,1
567,223553,RI,3
568,764915,MA,3
569,114384,IL,2
570,3420281,NM,2
571,1350030,TX,3
572,1925618,GA,4
573,247458,AR,1
574,175824,DC,1
575,1612497,MO,3
576,2307805,MA,3
577,2327897,CT,1
578,116945,TX,2
579,807811,OK,1
580,2659901,SC,2
581,1764321,KY,2
582,3349834,VT,3
583,3577721,AR,2
584,1367011,RI,1
585,291971,WY,4
586,1444665,OH,4
587,1001565,LA,4
588,1386929,WY,2
589,1377290,CT,3
590,2603467,UT,2
591,893523,KY,3
592,807368,TX,3
593,3524388,NV,4
594,2796764,AZ,4
595,2117558,NC,1
596,1486873,NY,4
597,1536950,IN,2
598,38627,MT,3
599,2873113,LA,1
600,2268309,NY,1
601,2394435,WA,4
602,2106611,SD,2
603,3624646,CA,2
604,3637048,RI,4
605,1151987,CT,3
606,429554,MD,1
607,3537786,AK,3
608,1718319,MS,3
609,1959114,MN,2
610,2334409,VA,3
611,2880341,IN,3
612,189606,IL,3
613,1613448,WI,4
614,3578993,TX,2
615,1904326,LA,4
616,2061076,FL,4
617,2144257,CO,3
618,31747,OK,3
619,169217,PA,3
620,548528,TN,1
621,181191,NC,3
622,2250620,PA,4
623,31461,LA,2
624,3497847,SD,2
625,247886,WI,2
626,2142299,AL,4
627,866226,DC,4
628,3942142,WI,3
629,809116,NC,3
630,2048415,NH,1
631,1788819,NJ,2
632,724715,NM,1
633,778262,CA,1
634,3261174,VA,1
635,1478106,ND,1
636,1170194,MT,2
637,560294,MA,4
638,1074512,MD,3
639,2243829,OK,4
640,237361,LA,3
641,3685402,WY,3
642,75420,SD,1
643,1563406,NC,3
644,1104961,MO,3
645,1429178,KY,4
646,3647923,WY,1
647,535012,CT,3
648,902393,OR,1
649,2846468,NY,1
650,2598570,SD,2
651,3244211,ID,1
652,223930,MI,4
653,3667989,NM,2
654,1830032,AZ,2
655,2110381,GA,3
656,3390358,OR,4
657,165001,DE,1
658,1614747,OR,4
659,2693309,ID,4
660,507898,MA,1
661,663244,AK,2
662,805019,IL,2
663,3210680,VT,1
664,385939,IN,4
665,1958233,AK,4
666,1506630,OK,3
667,1897953,CT,1
668,1047164,AK,1
669,2639524,AR,4
670,2349372,MO,2
671,1329817,DE,1
672,284391,NY,4
673,180586,WV,1
674,1476657,CO,4
675,40851,TN,2
676,2581171,MA,2
677,2012110,MO,2
678,3663971,UT,4
679,355010,OR,2
680,257503,WV,3
681,3889125,AL,2
682,312241,TN,2
683,1982312,AK,1
684,243454,CO,2
685,133112,WV,4
686,3392666,VA,3
687,968230,SD,1
688,2114637,WA,3
689,2072092,SC,3
690,1080577,TN,1
691,135734,MN,2
692,315282,PA,2
693,2477113,LA,3
694,509402,IN,3
695,196296,AK,4
696,192014,NJ,2
697,303905,WI,3
698,3246877,ND,2
699,1744405,ME,1
700,1552214,MT,4
701,2449943,IN,4
702,3173074,KY,3
703,268720,NE,4
704,600986,ID,2
705,4038763,CT,2
706,1999437,SC,2
707,792107,OK,4
708,1663600,ND,1
709,43917,MN,3
710,104787,LA,1
711,95345,ND,4
712,3294949,MI,1
713,3542191,IL,3
714,245360,MO,2
715,1669807,AK,4
716,3619549,UT,4
717,407372,MO,4
718,867649,RI,4
719,1535664,IN,4
720,1986436,NE,1
721,713393,MT,4
722,2864840,NE,3
723,729756,NH,3
724,3047627,IN,1
725,497217,MI,1
726,343663,CO,3
727,2603308,AK,2
728,3391814,NE,3
729,70007,VA,1
730,717995,SC,1
731,162294,MI,1
732,3376817,IN,2
733,764200,AZ,4
734,1208683,NM,1
735,567849,WA,1
736,304064,MD,1
737,1427756,WI,2
738,1384419,NY,2
739,140662,WV,1
740,387869,IN,4
741,451601,LA,2
742,2243824,SD,1
743,1770263,ID,1
744,1285118,NM,4
745,913447,OK,3
746,630701,MO,2
747,769247,MA,4
748,1859110,ME,2
749,3077886,WI,2
750,1629874,UT,1
751,2569104,MD,4
752,3107858,ID,3
753,81218,DE,2
754,1943532,UT,1
755,1406872,TN,4
756,3959992,NC,4
757,2178948,MA,3
758,586766,ID,1
759,58422,TX,3
760,1075410,NM,3
761,1230259,NC,1
762,185425,NE,4
763,539442,MS,4
764,3841398,DC,3
765,956833,MI,4
766,2904188,MD,2
767,2566330,SC,1
768,605087,CO,1
769,813686,WY,4
770,2188862,NM,1
771,3079019,CO,3
772,3561605,SD,2
773,197759,AZ,2
774,2201583,LA,1
775,807101,AZ,3
776,614214,ME,1
777,113803,AK,4
778,1147096,ID,4
779,1500119,AR,4
780,1171712,AR,4
781,3494659,TX,4
782,1956720,MT,2
783,796810,OK,4
784,1383798,AL,3
785,405512,MI,1
786,2022550,NM,3
787,3326231,ID,4
788,232140,OR,4
789,465884,KS,3
790,3050864,WI,2
791,672254,MD,4
792,61487,WV,4
793,1141601,KS,2
794,2169883,ND,3
795,3090930,WY,3
796,1238835,SD,4
797,2161616,MS,1
798,1615547,TN,3
799,911226,MD,1
800,1712197,ID,3
801,2586505,ID,1
802,3807898,CO,3
803,824746,NJ,4
804,1666433,WA,4
805,1749580,ND,4
806,1357036,LA,2
807,3691599,OK,2
808,592904,SC,4
809,1729638,WV,3
810,1400737,OR,1
811,3290852,TX,4
812,1185947,LA,3
813,2829706,TN,3
814,2449149,OR,2
815,1220656,OK,3
816,551749,KY,1
817,1103651,TX,1
818,414195,FL,2
819,255280,TX,1
820,2037718,NJ,3
821,2791302,NE,3
822,691850,AK,2
823,1913809,ND,1
824,3754657,WI,2
825,1956926,LA,2
826,1499779,GA,2
827,210614,TX,3
828,2390558,NC,4
829,803582,CA,3
830,2937776,NE,4
831,1545248,VA,4
832,2578883,SC,1
833,1383515,OK,3
834,1471657,AK,2
835,886129,AL,4
836,476644,HI,4
837,1961107,ID,2
838,3877629,NV,1
839,506237,SC,3
840,3534990,MD,3
841,3840730,AZ,4
842,1282344,SC,4
843,3252493,OR,3
844,100635,WI,3
845,390885,TN,2
846,744403,AL,3
847,149354,AZ,1
848,209221,MT,2
849,2309518,OH,3
850,3169792,GA,2
851,3613121,KY,3
852,3274254,NH,4
853,912538,NC,3
854,367105,TN,3
855,1008309,AK,4
856,1068110,NC,2
857,1059693,MS,4
858,949296,SC,3
859,2165624,CT,4
860,3257982,MI,3
861,1544512,GA,2
862,1270938,DE,1
863,135588,MS,3
864,2941261,FL,3
865,2801904,NV,1
866,1820412,MT,4
867,1234846,SC,4
868,3615298,VT,2
869,313281,NV,1
870,1632566,RI,1
871,2121567,MS,3
872,184592,MA,2
873,799748,CT,1
874,2325478,NJ,4
875,3720921,LA,3
876,331666,CA,3
877,1659485,WY,3
878,1252832,ME,2
879,151116,WY,4
880,2968569,NY,4
881,141683,DC,3
882,921477,RI,1
883,234876,MS,2
884,718190,KS,4
885,1893285,WY,3
886,2012427,CO,3
887,629504,ME,4
888,213865,RI,4
889,1462518,TX,3
890,79429,ND,4
891,1690619,OH,1
892,299104,NJ,1
893,621267,PA,3
894,1154905,VA,4
895,1402927,CA,3
896,3149175,MN,3
897,2534499,RI,4
898,1131444,AZ,4
899,1117716,IA,3
900,3903762,MN,4
901,81204,MS,1
902,2661456,GA,3
903,271001,NY,4
904,3880779,IL,3
905,500779,FL,2
906,1293638,CO,4
907,1359971,UT,2
908,556247,LA,3
909,1298818,NY,4
910,1140279,FL,2
911,809023,AR,4
912,786514,SD,1
913,510406,ND,4
914,1506789,DE,1
915,166001,KY,4
916,434426,ID,4
917,308936,AL,4
918,2290440,AR,4
919,339903,LA,3
920,3370134,CT,2
921,3792236,IL,3
922,73340,TN,1
923,3014654,NV,1
924,1102911,ND,1
925,1458006,TX,2
926,2239364,FL,4
927,2014342,SD,4
928,4038580,NJ,1
929,358571,MI,4
930,350410,CO,2
931,788666,MT,2
932,3150273,SC,1
933,647575,OH,4
934,254960,MD,1
935,932856,OR,3
936,3789512,NV,2
937,1013874,AL,1
938,479173,NC,2
939,60710,OR,2
940,682761,NY,4
941,588890,UT,4
942,2360847,MI,2
943,604821,IL,3
944,978710,WV,3
945,767440,OR,3
946,2880293,TN,4
947,2488830,CA,1
948,3407768,TX,2
949,733390,VT,1
950,630940,ND,4
951,3291188,WY,3
952,1252009,VA,4
953,2500126,MD,1
954,2307586,AR,3
955,759355,ND,1
956,2838614,AL,1
957,672273,VA,1
958,3255899,CA,4
959,590842,KS,2
960,2265327,VT,2
961,1604754,OR,4
962,144191,DC,3
963,589004,DC,1
964,1318527,KY,1
965,988051,HI,2
966,1815183,LA,3
967,3383111,KY,2
968,3455432,TN,3
969,2635073,LA,4
970,2434250,SD,1
971,518479,NV,4
972,609411,OR,4
973,3599582,CT,3
974,359782,NM,4
975,1440226,NC,3
976,2154581,WI,1
977,366407,SC,3
978,1192561,NJ,2
979,3487294,SD,3
980,892246,OK,1
981,1463079,CO,4
982,1674810,SC,1
983,2461751,CT,3
984,131610,IN,3
985,3568116,SC,4
986,1216728,NC,1
987,745350,NJ,3
988,182954,CA,1
989,3401265,WA,4
990,562038,WI,4
991,1565095,ND,2
992,2062122,AR,4
993,3909498,ID,3
994,10915,WY,1
995,1586022,VA,2
996,1561763,NH,2
997,2398366,AZ,3
998,2456600,MT,2
999,2512310,CT,1
1000,918582,DE,2
1001,1811733,IL,1
1002,2003638,ID,4
1003,724153,GA,1
1004,691466,NC,4
1005,102451,ID,1
1006,239345,CO,3
1007,3144987,MA,2
1008,2754293,LA,4
1009,444982,AL,1
1010,881344,ME,2
1011,265179,AL,4
1012,1349190,ID,1
1013,1153740,IN,4
1014,2575456,IN,1
1015,773384,NE,3
1016,169167,SD,3
1017,3266695,WV,3
1018,1604684,TN,2
1019,534712,GA,2
1020,1704654,IA,2
1021,165114,OK,4
1022,2780451,TN,4
1023,1952203,CO,1
1024,441529,IL,4
1025,1186093,IA,2
1026,1960279,SD,4
1027,3512079,NV,3
1028,3082276,MO,2
1029,1149609,PA,3
1030,151588,AR,3
1031,3159201,TN,4
1032,2752203,NC,4
1033,78977,DE,4
1034,1979630,UT,1
1035,2025881,OK,1
1036,3161522,OH,3
1037,982144,NJ,3
1038,1925981,SC,2
1039,3714748,DC,2
1040,2424459,MO,4
1041,3276001,OH,2
1042,186467,DC,3
1043,2096393,VA,1
1044,3501067,ID,4
1045,568971,WV,2
1046,311264,AR,4
1047,667344,DC,1
1048,548725,SC,1
1049,3065278,DC,2
1050,4033366,NM,2
1051,1041827,KY,1
1052,195300,CT,3
1053,2083558,LA,4
1054,2194832,TX,1
1055,27937,DE,3
1056,1276049,HI,4
1057,1513492,MD,4
1058,1319665,NC,2
1059,901389,AK,3
1060,275937,NH,4
1061,910728,WI,3
1062,563348,NE,3
1063,556287,KY,2
1064,220882,MI,2
1065,2745570,MN,2
1066,1774904,NE,1
1067,509420,SD,1
1068,2261062,GA,1
1069,668677,OH,2
1070,904369,MT,3
1071,1027536,MO,1
1072,2401885,LA,4
1073,2333348,AK,4
1074,2083141,NY,1
1075,517070,MI,1
1076,1269279,MA,2
1077,1008594,MT,2
1078,2505943,VT,2
1079,3039466,NV,1
1080,505593,PA,1
1081,1158462,DE,1
1082,3644242,MS,1
1083,970292,NH,2
1084,2070151,RI,4
1085,3725868,FL,3
1086,2585720,HI,4
1087,1604923,WV,2
1088,1082845,NE,4
1089,101064,WV,4
1090,1384864,UT,3
1091,198572,UT,1
1092,289850,CA,2
1093,654416,DE,4
1094,64758,VT,2
1095,389988,CO,2
1096,3497679,NE,2
1097,711606,MO,4
1098,554249,ME,4
1099,1620138,OR,4
1100,58478,MN,2
1101,3769774,HI,4
1102,141673,MO,3
1103,3636155,NC,4
1104,1989696,NE,1
1105,1213579,OR,4
1106,720492,WI,1
1107,556710,LA,2
1108,1944213,OH,1
1109,3288796,NV,4
1110,779877,PA,2
1111,635942,NE,3
1112,74371,NM,3
1113,2439772,TN,4
1114,603654,WV,2
1115,3665772,WY,1
1116,3149360,SD,2
1117,2960075,MO,2
1118,245330,CA,1
1119,1060184,CA,2
1120,2324938,LA,1
1121,1567385,CA,1
1122,853744,AK,3
1123,1132900,MN,1
1124,868937,NM,1
1125,1143377,VA,3
1126,2498781,RI,3
1127,955150,NY,3
1128,2685056,ID,3
1129,1266136,NY,2
1130,3434377,RI,4
1131,2968189,IL,1
1132,2371936,WI,4
1133,745127,HI,1
1134,3834281,OK,1
1135,2887868,OR,2
1136,1156690,MS,3
1137,2603269,UT,1
1138,1672300,VT,2
1139,93343,OH,4
1140,1210970,NM,1
1141,3644904,MI,3
1142,387450,WY,4
1143,3117218,NY,2
1144,453800,WA,1
1145,3475029,SD,2
1146,427368,AZ,1
1147,842721,IN,1
1148,1131755,WV,1
1149,101382,KY,3
1150,1080258,NV,3
1151,610710,SC,4
1152,1559848,IL,4
1153,3642569,VT,1
1154,223125,KS,2
1155,452880,WA,3
1156,519700,OK,2
1157,403028,ME,1
1158,567254,AZ,1
1159,1770617,KS,4
1160,1026909,HI,2
1161,2916278,NM,1
1162,875975,NE,2
1163,3106751,NV,4
1164,305054,MO,3
1165,128715,IL,4
1166,479180,NC,2
1167,72610,IL,2
1168,455417,DE,2
1169,3501702,KY,3
1170,569119,PA,2
1171,2939056,MI,3
1172,2477210,WA,1
1173,1388735,VT,4
1174,2761610,NH,1
1175,230483,VT,1
1176,2242763,GA,3
1177,327119,CO,1
1178,1463210,NJ,1
1179,1476469,MO,3
1180,667365,AR,1
1181,2902555,NY,4
1182,3745192,WV,2
1183,112890,WA,4
1184,2227881,AK,3
1185,407943,DE,1
1186,872823,IA,4
1187,2488470,MS,1
1188,187189,KY,1
1189,3305910,KS,1
1190,2370796,KY,4
1191,2813170,KS,2
1192,3515239,AL,2
1193,2700554,VT,1
1194,4043500,CT,4
1195,2002973,NM,1
1196,968765,VA,2
1197,2845418,OH,4
1198,76225,WV,4
1199,812563,IA,2
1200,3041053,UT,2
1201,64394,KS,3
1202,355450,NJ,4
1203,3355679,UT,1
1204,1909831,NM,4
1205,50831,HI,2
1206,1907053,SD,2
1207,157595,OH,2
1208,1190449,CA,1
1209,1943569,RI,1
1210,917728,NM,3
1211,3075753,VA,1
1212,344318,VA,3
1213,110642,MT,1
1214,1128035,OK,4
1215,213376,WI,2
1216,883468,IL,3
1217,3854863,AR,4
1218,2030558,OK,4
1219,86439,ND,3
1220,80130,KS,4
1221,1836777,FL,3
1222,1397108,MI,3
1223,1173787,OH,1
1224,139957,NH,4
1225,1584513,GA,1
1226,2040720,ND,3
1227,2481664,AZ,3
1228,491907,MO,1
1229,523994,FL,2
1230,3327430,KS,2
1231,1337725,MA,3
1232,3060187,AK,2
1233,2441401,OH,2
1234,252196,RI,2
1235,946931,KS,2
1236,2181352,SD,2
1237,1431344,DC,4
1238,920959,WV,2
1239,695662,SC,3
1240,1784828,UT,2
1241,104113,AR,2
1242,2266372,KS,3
1243,2225166,MO,3
1244,707768,CO,1
1245,801589,NC,4
1246,526149,MT,4
1247,53139,VT,1
1248,3482630,DC,4
1249,2631385,AK,4
1250,2721433,VT,2
1251,890839,OH,2
1252,2032646,ND,3
1253,2654614,NJ,2
1254,316425,NE,3
1255,2819638,ME,1
1256,450863,CO,2
1257,2816992,OH,1
1258,1735789,AK,2
1259,148577,NM,2
1260,2733757,LA,1
1261,563631,OK,3
1262,104261,FL,3
1263,1208382,VA,1
1264,825792,AK,4
1265,1014475,OR,3
1266,3767702,MT,4
1267,244668,MT,3
1268,1740643,NV,3
1269,2751793,IL,1
1270,371771,AR,2
1271,188776,LA,1
1272,574034,NJ,3
1273,1181252,NH,2
1274,649687,AR,2
1275,446646,WI,1
1276,3049310,MI,4
1277,1953743,WI,1
1278,2122483,ME,3
1279,1596188,AK,1
1280,144025,MD,3
1281,708008,OR,2
1282,2640301,MI,2
1283,3617095,NH,2
1284,2281532,OK,4
