,user_id,tsne-2d-one,tsne-2d-two
293,4402,13.05323,-16.191679
294,4441,-20.42332,7.6840687
295,4466,-1.3520885,-0.36094457
296,4471,22.30694,4.305348
297,4473,25.62093,1.9484195
298,4499,-3.1339302,1.8617603
299,4509,8.333583,-6.7709436
300,4528,12.770044,-3.3864386
301,4531,7.4046283,1.1462475
302,4537,-18.318668,-9.380206
303,4544,-8.343681,-9.452032
304,4558,-8.893292,2.271208
305,4561,-1.132293,-26.237343
306,4562,1.4026092,-0.4652183
307,4610,-9.321693,-10.856849
308,4623,-20.050894,-8.78587
309,4625,-13.420839,-2.1742036
310,4659,-2.0926194,-18.200363
311,4667,5.193191,11.292567
312,4700,-10.989565,-14.768607
313,4703,-13.792584,4.5444117
314,4705,-8.997125,21.970963
315,4706,19.565187,7.358866
316,4707,20.701405,5.9616
317,4711,7.2847667,1.2829043
318,4724,2.481288,-1.4165606
319,4734,-8.911997,-17.437248
320,4762,-3.9971943,-11.690686
321,4767,23.55929,2.3729665
322,4785,-21.02221,7.913626
323,4794,-2.1360831,-25.668226
324,4796,-17.354374,-0.7020773
325,4809,-2.946452,-0.4149068
326,4829,-8.274739,3.2199163
327,4832,2.720846,5.9032598
328,4839,1.2135758,6.6876316
329,4879,-7.106688,12.54219
330,4881,14.344638,-4.7218256
331,4901,-2.94469,-9.689083
332,4908,8.152017,3.777438
333,4930,-9.544258,-4.449761
334,4931,23.436321,0.16840264
335,4962,-3.9588244,5.750204
336,4966,25.285835,-1.3954991
337,4968,14.173146,0.83231664
338,4974,-15.561327,3.633707
339,4983,-4.675143,-19.878723
340,5003,-2.959114,6.818395
341,5021,13.240641,0.37883604
342,5023,12.230971,-1.098196
343,5050,-13.558047,-10.2841625
344,5051,10.345049,11.740844
345,5073,21.310854,-5.590261
346,5080,-0.2586482,-5.6960692
347,5114,21.950245,-5.87133
348,5115,6.8745804,-9.774652
349,5119,19.54561,-1.3462745
350,5133,15.934952,-6.0855007
351,5140,-3.569351,-12.544439
352,5151,-15.798865,-10.826437
353,5165,1.8497516,-11.039454
354,5171,-9.645777,-6.824829
355,5180,-1.2034748,-24.782135
356,5189,1.2824465,-18.357056
357,5197,-13.098217,0.14298438
358,5199,9.604887,-3.3091803
359,5204,-13.302758,10.582628
360,5239,-12.953101,6.015706
361,5245,-7.202184,20.493876
362,5249,-2.8719692,8.689761
363,5253,-10.197665,12.439778
364,5279,23.577448,-2.0749955
365,5295,-13.62234,-15.907569
366,5296,-2.972925,1.3714262
367,5320,20.65246,-1.7742912
368,5325,16.40487,-6.7702203
369,5328,14.836754,-15.231199
370,5329,-12.108591,4.771031
371,5338,1.3823625,-7.4513526
372,5344,-8.943587,-3.6812162
373,5358,-4.198147,0.26138318
374,5362,-1.1456436,11.955784
375,5416,9.085189,1.3646818
376,5435,-3.590734,-7.1178946
377,5485,18.667065,-2.2977343
378,5489,-21.54424,-4.5082603
379,5490,20.504658,6.737743
380,5498,8.42607,-13.168006
381,5510,16.075193,1.4575931
382,5511,-19.690273,-5.066248
383,5558,-17.794119,-1.8187258
384,5599,23.305874,3.0569682
385,5612,-11.462333,20.371212
386,5613,-2.3018756,-16.722298
387,5614,9.409324,23.40004
388,5637,6.473957,1.0712067
389,5655,11.569365,10.0341835
390,5674,-10.543332,11.056274
391,5680,-1.8456784,5.606933
392,5684,4.890003,3.693147
393,5698,4.052099,12.352467
394,5699,9.889141,23.788113
395,5721,9.784677,9.786385
396,5731,0.85762715,18.907349
397,5755,-21.439465,-11.872949
398,5756,-23.855366,-2.05545
399,5765,13.222788,2.9553885
400,5818,20.704716,2.728096
401,5819,-12.05617,4.758105
402,5853,-0.52829826,16.48424
403,5856,-18.83824,8.595972
404,5860,4.3883667,-10.820678
405,5870,0.8510941,7.7877345
406,5897,-1.3498033,-24.978544
407,5913,14.611632,1.5848265
408,5927,5.38034,-17.184553
409,5932,-15.1035595,3.4192317
410,5936,16.87887,-8.113114
411,5955,14.172983,5.765694
412,5956,-6.8898983,-2.1213672
413,6010,-21.268768,7.1475763
414,6015,-20.547411,-6.6824875
415,6032,24.159178,-3.6135423
416,6064,22.939075,1.7797432
417,6131,-11.01263,12.484299
418,6218,-7.0349736,-0.07620059
419,6226,-1.6983587,-3.5836556
420,6244,18.933643,8.788814
421,6257,15.627497,-6.560707
422,6268,-13.9472065,17.906523
423,6301,-11.009785,2.6714282
424,6326,-13.235868,7.82982
425,6339,-2.7673008,17.91569
426,6362,-14.936347,6.4279504
427,6368,-16.419142,16.20472
428,6372,9.513659,0.50528914
429,6396,4.8282256,13.971691
430,6399,13.614144,-16.978529
431,6409,3.615067,-15.235836
432,6410,2.464223,-2.020804
433,6413,-24.97906,-1.2817221
434,6437,-10.473773,8.286743
435,6448,-23.352652,-1.4630855
436,6453,-1.5780265,-2.260054
437,6494,-6.439876,0.5756862
438,6495,-13.243373,-7.0458536
439,6497,-8.654442,4.4083443
440,6539,-2.7094727,12.510185
441,6569,-5.013924,10.786854
442,6598,6.0218143,3.9656403
443,6608,-13.565858,15.384306
444,6611,7.0389676,0.6214138
445,6621,7.2246532,-9.222342
446,6626,-23.073801,-4.3572955
447,6629,8.102669,3.3625877
448,6637,23.441,1.4827902
449,6645,14.558123,2.6437795
450,6655,-10.054013,-12.174636
451,6672,7.4177923,-7.623205
452,6682,-22.88823,-6.964129
453,6693,-1.4816757,-1.1512702
454,6697,8.18733,-7.9471445
455,6710,-12.027605,11.009333
456,6713,-2.21525,-6.2854075
457,6717,-12.295377,5.4721456
458,6744,-6.5858626,-2.7214592
459,6773,-2.6423614,-6.014539
460,6774,9.513043,-10.508347
461,6786,-0.6708025,0.3213937
462,6800,6.49211,7.147903
463,6808,15.44219,-11.123893
464,6819,7.50753,5.6468625
465,6859,18.971922,-3.064416
466,6899,7.3984184,-12.449951
467,6911,5.562592,7.888043
468,6969,1.7072481,19.192251
469,6972,-5.5254817,-16.377771
470,6993,15.760864,-3.4465652
471,7015,-6.5872183,-23.11626
472,7021,-16.348234,14.166924
473,7027,-4.7632523,8.5448
474,7049,6.1691833,12.228397
475,7062,15.929395,5.079028
476,7088,-17.506746,-6.994696
477,7118,0.96570843,-4.5965033
478,7120,-11.849673,-3.1519268
479,7122,-1.3282399,-19.524315
480,7131,13.3358,8.990463
481,7139,-12.0845785,11.862081
482,7175,15.08418,4.6567163
483,7188,-3.2553256,2.9091125
484,7202,-7.553338,9.6691885
485,7203,-2.0864177,7.5370784
486,7207,20.353987,12.276776
487,7216,-0.29921564,13.814857
488,7219,-12.526514,-5.229693
489,7227,-9.264811,-17.567398
490,7235,-1.3135226,7.1564913
491,7248,-12.591431,1.4693685
492,7262,10.179145,-5.859202
493,7281,-15.519648,11.522776
494,7282,-4.585823,-8.759295
495,7293,18.18678,-0.12817563
496,7309,-18.22437,-7.6250043
497,7325,15.974402,-10.910486
498,7330,0.86495936,-22.505945
499,7331,-0.3563989,-22.592928
500,7336,-12.088556,17.26257
501,7338,19.453808,7.76127
502,7388,-9.024058,14.4489
503,7389,-1.4995383,7.3667307
504,7397,0.6175907,6.745519
505,7430,-21.316162,1.0923711
506,7445,-0.047258914,-0.3395674
507,7460,6.6288466,-0.26773044
508,7557,-16.102821,5.961691
509,7580,14.428731,0.86289585
510,7597,-2.3616726,-2.8904078
511,7611,0.7380394,23.641731
512,7632,-7.1380496,-22.282005
513,7695,17.42752,0.81882024
514,7711,-23.533546,-2.428743
515,7713,-25.3823,4.8575025
516,7718,9.703999,-5.6786747
517,7725,-7.7965083,-15.2776165
518,7738,-16.163404,-6.7488112
519,7739,-3.8225713,2.7691095
520,7756,3.5947337,-5.67161
521,7758,5.3986316,-3.9288025
522,7761,-13.959126,-12.4768
523,7803,-13.194422,-19.086683
524,7806,-16.475187,-6.2085805
525,7809,8.905476,9.798633
526,7832,-2.645914,-12.197033
527,7838,4.070174,-4.436248
528,7865,-6.189427,3.833485
529,7866,12.192916,1.4277517
530,7884,0.5784581,8.359211
531,7911,2.6993113,-7.9684095
532,7913,-11.4089985,-7.3385034
533,7959,-1.2117875,-26.281334
534,7983,23.969402,2.367009
535,7995,15.653533,-5.391446
536,8014,8.0357685,-13.082398
537,8033,11.689094,4.6645484
538,8039,2.8366752,-8.96663
539,8051,1.6374027,-18.87533
540,8059,-23.933033,-3.4943302
541,8085,-10.212478,-13.890569
542,8086,10.236863,23.199484
543,8091,20.995955,4.4634724
544,8100,5.0119195,7.892926
545,8118,3.1843922,-9.396145
546,8150,-9.612248,-10.739492
547,8159,-0.5512005,-3.689804
548,8161,-20.521528,8.136162
549,8182,-13.283467,10.958374
550,8185,9.165852,4.905729
551,8187,17.861666,-1.7223731
552,8198,0.7919614,-6.7372217
553,8207,10.707887,0.6781222
554,8216,17.297712,-0.7052487
555,8238,-11.863329,9.742717
556,8257,-14.644688,3.05652
557,8260,-6.8878827,-2.3233726
558,8273,-14.158826,2.0670776
559,8289,17.649113,3.3227324
560,8300,16.546783,5.6437707
561,8312,25.1665,4.8701324
562,8337,2.982484,1.577937
563,8340,-6.0430493,-5.146127
564,8354,-14.662902,0.019610377
565,8359,-11.475767,17.10982
566,8362,13.274452,-2.8538518
567,8417,21.095566,8.005137
568,8420,-1.397172,-14.372694
569,8422,-0.020424044,-13.966149
570,8440,-14.559967,-9.447501
571,8458,10.848049,-8.838155
572,8488,-0.115850955,-10.133396
573,8502,3.7863233,11.139083
574,8506,-6.0035725,6.4849186
575,8516,5.0426903,2.8215084
576,8530,-16.149363,-10.037011
577,8551,0.45836115,-4.7774177
578,8552,-23.048485,-2.2743938
579,8611,15.438805,9.743527
580,8630,-5.041078,13.050412
581,8648,-7.796751,14.261782
582,8677,-6.972087,-13.546556
583,8683,16.577826,8.236879
584,8703,7.800217,22.942682
585,8706,-2.2609751,8.547717
586,8735,-16.293251,12.158164
587,8746,-2.792845,-21.960436
588,8766,20.17308,6.3844657
589,8768,10.706136,-10.208346
590,8779,-4.899705,-11.138762
591,8801,-5.1125503,-17.13352
592,8818,-4.75329,16.05948
593,8820,-5.722053,-10.75365
594,8836,2.132109,-20.293264
595,8871,18.449306,-4.13519
596,8888,10.1664505,23.467167
597,8930,-12.174315,12.307619
598,8940,-10.030413,-2.0951874
599,8965,5.868212,3.5768151
600,8967,-0.8865255,-9.78709
601,9007,10.62037,6.3356028
602,9070,-0.63545287,-17.866236
603,9082,24.50928,1.161376
604,9084,-2.7030199,-25.732792
605,9092,-1.4221888,-22.488525
606,9124,-16.656824,8.46392
607,9126,-6.7131147,-0.36155668
608,9135,-21.16761,8.117812
609,9140,-11.374955,-10.751999
610,9141,25.07494,3.535637
611,9142,14.682122,2.3201387
612,9150,-20.839964,7.8819523
613,9158,-7.551084,6.934698
614,9174,-12.590145,6.5925612
615,9176,-16.150398,9.607891
616,9186,10.463282,1.9754667
617,9208,4.641068,3.82893
618,9221,-18.07873,9.106627
619,9222,7.9697456,6.6342263
620,9229,6.3426476,8.50158
621,9233,7.284601,-0.060697395
622,9250,0.38381916,13.86534
623,9252,-3.1355374,21.576744
624,9263,-7.5537124,-13.898552
625,9323,-16.401556,-1.5031636
626,9328,10.7978325,12.405521
627,9345,-19.47007,-0.30043975
628,9356,9.977586,-4.4679503
629,9370,24.765827,3.749137
630,9432,6.6857085,-8.188632
631,9436,-5.7012186,-0.009416142
632,9517,8.047375,6.090941
633,9519,8.88813,-3.003498
634,9521,-4.3684516,5.9371843
635,9534,22.127144,-4.4323215
636,9537,10.56498,12.384853
637,9552,15.812838,1.0720276
638,9554,6.744022,-9.588624
639,9575,19.33968,0.8799804
640,9577,-3.5501635,-19.112684
641,9601,7.972959,8.171225
642,9618,5.7995443,-0.0654305
643,9666,10.91029,1.6501836
644,9675,11.09788,0.35556054
645,9676,0.20133083,10.840464
646,9680,-16.305935,18.87254
647,9688,1.1348721,11.653961
648,9719,-13.370859,5.695736
649,9726,20.09534,-12.408138
650,9743,-0.20430169,-4.433069
651,9755,15.066307,13.103473
652,9776,-8.5185795,6.6711845
653,9788,4.6308246,4.708367
654,9793,-16.974953,-1.2466273
655,9794,15.759103,-6.0325894
656,9798,25.366743,2.179006
657,9799,-3.0130749,7.940807
658,9825,-3.7076705,14.214891
659,9844,-2.0454147,11.48032
660,9872,-3.4103022,5.597576
661,9878,4.3017135,13.748721
662,9960,8.896357,-4.075503
663,9961,-14.404413,4.233095
664,9976,0.6829516,13.3376255
665,9981,-17.112343,15.069816
666,10022,17.78783,1.3582664
667,10025,-15.790432,14.38793
668,10027,-16.929182,10.7535715
669,10031,-0.77513003,-14.788872
670,10044,-10.054104,21.680693
671,10054,-5.309817,9.248952
672,10064,-0.6938068,-13.281775
673,10067,-5.2456126,-13.005648
674,10102,-21.063074,-11.840299
675,10142,7.3975596,3.7832508
676,10146,15.26045,-5.70104
677,10159,4.873555,1.8228606
678,10187,-7.573696,-2.3171163
679,10189,15.4960575,-6.263758
680,10204,20.47003,9.663733
681,10210,-20.280857,9.571858
682,10294,3.9639907,-3.3985293
683,10301,-4.171623,-0.20540209
684,10313,-24.233692,5.5079045
685,10317,15.670154,9.015335
686,10322,-4.2431593,18.26338
687,10358,-0.68476546,-22.377375
688,10374,-15.122372,17.947489
689,10393,-13.719403,-8.527195
690,10397,22.104551,6.3605375
691,10402,3.5258362,0.44008234
692,10419,-7.2912006,-16.678015
693,10429,-9.226805,-3.3891387
694,10433,4.9812613,-3.7554755
695,10447,-11.644088,-10.251778
696,10470,9.873998,2.2947853
697,10472,12.960599,-11.812749
698,10499,23.56971,6.3636813
699,10501,15.5990305,-9.046461
700,10502,-1.9632177,-17.201387
701,10520,-14.345979,-1.0735476
702,10521,3.3782575,5.1610975
703,10535,-1.6195204,7.9911895
704,10579,14.84315,19.772577
705,10592,-10.883074,-17.872982
706,10595,-6.5911613,0.86748147
707,10635,-24.029226,3.0662177
708,10646,14.218667,-9.6204605
709,10652,0.11127054,23.481405
710,10656,0.21772182,23.537714
711,10673,-0.5168665,24.070408
712,10708,-15.061083,-1.092676
713,10726,-24.816069,4.7515917
714,10732,-6.0919223,4.950478
715,10791,3.5032961,0.38002232
716,10804,-24.239994,5.1149893
717,10816,11.203342,10.452013
718,10842,-21.371872,1.1938766
719,10876,-14.071597,-5.4580283
720,10886,0.9302237,-9.655917
721,10905,-1.3545312,-26.380392
722,10909,-1.7501243,-20.728357
723,10934,-6.036444,11.010549
724,10992,-11.349368,14.627773
725,11001,-15.193732,0.5428017
726,11008,-1.5184283,-18.808012
727,11025,-1.9010062,14.695235
728,11027,-11.087006,17.025719
729,11041,-7.3680615,9.4337435
730,11054,10.987534,-9.564096
731,11073,14.352266,18.764029
732,11092,-6.009563,14.264766
733,11125,-6.6709557,21.207895
734,11157,21.174047,2.8425639
735,11162,-6.6568274,-7.660501
736,11170,11.935394,0.5432757
737,11177,-10.480548,-2.2461805
738,11178,13.372523,0.69057304
739,11189,-1.9089134,-0.39443222
740,11198,-0.9481452,-25.168299
741,11205,-9.84616,12.119045
742,11225,18.507555,5.8818216
743,11239,10.64272,9.071747
744,11258,-18.358585,1.8057446
745,11266,8.682852,0.64285886
746,11290,13.284304,8.830189
747,11358,10.063937,11.693269
748,11375,-4.42049,-19.264238
749,11397,-6.402483,-2.4439173
750,11409,-1.6678958,-22.700665
751,11415,2.5416083,10.418382
752,11422,-1.3882198,-4.528611
753,11431,-1.2659689,-16.804722
754,11432,21.849997,6.3174605
755,11442,3.437982,-3.440377
756,11444,-1.6574184,6.441597
757,11445,-2.112716,8.335749
758,11450,-3.4364395,-0.24760157
759,11457,-10.521973,12.488791
760,11507,11.120701,-11.376112
761,11519,-16.5698,8.522389
762,11544,22.528574,5.895413
763,11553,-8.565595,21.53578
764,11555,4.0293903,-7.4004617
765,11567,-20.386835,-12.160454
766,11578,-15.356405,-9.314118
767,11586,-9.470949,15.518744
768,11587,-0.79601157,-17.981693
769,11588,11.143799,7.2267547
770,11605,-9.412103,-0.88393563
771,11628,24.985012,-1.5035505
772,11637,-13.375649,12.766031
773,11665,-0.2953885,2.275001
774,11666,-22.38154,-3.9727929
775,11685,-8.3425665,21.426952
776,11697,4.8072114,-7.415218
777,11698,-4.2839694,-2.2358892
778,11705,6.5147977,-9.30053
779,11756,-3.4124243,-24.042786
780,11767,-1.8966779,-4.898565
781,11771,22.951117,1.3355906
782,11862,23.76378,1.5559528
783,11873,-7.754407,9.540336
784,11880,4.981088,3.652647
785,11883,19.831028,-2.3491066
786,11886,-14.546503,-11.71951
787,11888,7.9430995,1.6728569
788,11907,12.470388,-16.691166
789,11912,-5.109093,-22.431889
790,11953,-13.784987,-1.9058733
791,11964,-17.600098,-5.0077453
792,11981,4.145276,-1.229408
793,11993,9.697384,23.121927
794,12013,-5.9845376,-6.1503205
795,12037,18.069668,-7.227548
796,12039,-9.40635,6.2847023
797,12040,19.457874,9.448057
798,12071,-11.735374,-6.6859026
799,12080,-20.070053,-2.1985295
800,12087,17.060354,0.30107245
801,12090,-13.661764,15.120806
802,12102,-16.435871,9.887087
803,12107,-7.5289154,6.9509096
804,12132,-6.6649833,6.8138533
805,12154,7.0669007,-10.953171
806,12159,-21.103344,-8.42144
807,12160,-13.12992,7.136079
808,12165,-1.9275035,-21.30906
809,12177,1.7077528,-10.410676
810,12184,14.5237875,-7.694702
811,12186,10.59659,-3.2912123
812,12193,22.766842,7.982249
813,12203,3.3091345,-17.810719
814,12260,-20.876293,-4.2033725
815,12262,-2.5191278,-3.589053
816,12297,-8.398185,-7.7051067
817,12300,-11.411564,2.0783327
818,12370,-15.010991,14.762345
819,12374,11.453002,7.467561
820,12375,-0.89841056,-10.932488
821,12414,-16.129728,5.5788293
822,12416,11.657662,-7.7520313
823,12450,-21.86402,3.2172012
824,12487,-13.736261,15.166539
825,12490,-8.366673,-17.887676
826,12533,4.014407,15.93507
827,12549,4.9327135,-4.8015757
828,12564,5.709098,-4.490791
829,12631,-15.613434,-2.948922
830,12639,-2.0253494,12.052296
831,12641,-0.078555614,-19.659203
832,12652,13.634171,7.485415
833,12662,-11.578313,19.809757
834,12671,12.368813,-16.858723
835,12719,-26.028858,5.209306
836,12729,1.5438079,13.183464
837,12739,-11.136006,-16.84629
